"Comments","School.Year","NCES_KEY","EID","LEA.Name","SchoolName","LEA_ID..State.","SChool_ID.State.","LEA.ID..NCES.","School.ID..NCES.","Longitundal.LEA","Longitudinal.School","Adjusted.School.ID","School.Type..State.","School.Type..NCSE.","Web.Site","Telephone.Number","Charter.Status","SY_Start_School_Opp_Status","Updated_School_Opp_Status","Updated_Opp_Status_Effective_Date","School.Address.Mailing","School.Address.Mailing.2","School.City.Mailing..ID.8.N029.","ZIP.Code.Mailing","School.ZIP.Code.Location","School.Address.Location.1","School.Address.Location.2","School.ZIP.Code.Plus.4.Mailing","School.City.Location","State.Abbreviation.Location","School.ZIP.Code.Plus.4.Location","PreK.3","Prek.4","Preschool","Kindergarten","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","Ungraded","No.Grade","Grade.Adult","lon","lat"
"","2011-2012",110003000008,"8d87b5cf","District of Columbia Public Schools","Roosevelt SHS",1,459,1100030,8,1,459,459,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-576-6130","No","Open","Open","27-Jan-12","4301 13th St NW","","Washington","20011","20011","4301 13th St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.027721,38.943122
"","2011-2012",110003000264,"18bebee1","District of Columbia Public Schools","Roosevelt STAY",1,456,1100030,264,1,456,456,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-576-8399","No","Open","Open","27-Jan-12","4301 13th St  NW","","Washington","20011","20011","4301 13th St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",-77.027721,38.943122
"","2011-2012",110002000234,"a1172d15","Roots PCS","Roots PCS Main Campus",140,173,1100020,234,140,173,173,"Regular school","Regular school","http://rootspcs.org","202-882-8073","Yes","Open","Open","27-Jan-12","15 Kennedy St NW","","Washington","20011","20011","15 Kennedy St NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0103385,38.9567476
"","2011-2012",110003000027,"56bb4710","District of Columbia Public Schools","Ross ES",1,305,1100030,27,1,305,305,"Regular school","Regular school","www.dcps.dc.gov","202-673-7200","No","Open","Open","27-Jan-12","1730 R St  NW","","Washington","20009","20009","1730 R St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0395888,38.9125367
"","2011-2012",110003000025,"5800d66a","District of Columbia Public Schools","Savoy ES",1,307,1100030,25,1,307,307,"Regular school","Regular school","www.dcps.dc.gov","202-939-2000","No","Open","Open","27-Jan-12","2501 M L  King Ave  SE","","Washington","20020","20020","2501 M L  King Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N",-76.994252,38.861584
"","2011-2012",110002200236,"b933c5fa","School for Educational Evolution and Development (SEED) PCS","School for Educational Evolution and Development (SEED) PCS",142,174,1100022,236,142,174,174,"Regular school","Regular school","www.seedschooldc.org","202-248-7773","Yes","Open","Open","27-Jan-12","4300 C Street SE","","Washington","20019","20019","4300 C Street SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","N","N",-76.946478,38.8864991
"","2011-2012",110003000131,"ac9e3b1a","District of Columbia Public Schools","School Without Walls SHS",1,466,1100030,131,1,466,466,"Magnet School","Regular school","www.dcps.dc.gov","202-645-9690","No","Open","Open","27-Jan-12","2130 G St NW","","Washington","20037","20037","2130 G St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N",-77.0480413,38.898038
"","2011-2012",110003000024,"4160f0a6","District of Columbia Public Schools","Seaton ES",1,309,1100030,24,1,309,309,"Regular school","Regular school","www.dcps.dc.gov","202-673-7215","No","Open","Open","27-Jan-12","1503 10th St  NW","","Washington","20001","20001","1503 10th St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.025206,38.910365
"","2011-2012",110006600318,"b829341f","Septima Clark PCS","Septima Clark PCS",161,123,1100066,318,161,123,123,"Regular school","Regular school","www.buildingexcelentschools.org","202-563-6556","Yes","Open","Open","27-Jan-12","4625 G Street SE","","Washington","20019","20019","4625 G Street SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9346599,38.880396
"","2011-2012",110003000022,"108fe956","District of Columbia Public Schools","Shaed ES",1,311,1100030,22,1,311,311,"Regular school","Regular school","www.dcps.dc.gov","","No","Closed","Closed","27-Jan-12","301 Douglas St NE","","Washington","20002","20002","301 Douglas St  NE","",NA,"Washington","DC",NA,"N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.0033445,38.923562
"","2011-2012",110003000089,"4af1a035","District of Columbia Public Schools","Sharpe Health School",1,312,1100030,89,1,312,312,"Regular school","Regular school","www.dcps.dc.gov","202-576-6161","No","Open","Open","27-Jan-12","4300 13th St NW","","Washington","20011","20011","4300 13th St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N",-77.0298176,38.9439071
"","2011-2012",110003000020,"4e6ca3d9","District of Columbia Public Schools","Shaw MS at Garnet Patterson",1,432,1100030,20,1,432,432,"Regular school","Regular school","www.dcps.dc.gov","202-673-7329","No","Open","Open","27-Jan-12","2001 10th St  NW","","Washington","20001","20001","2001 10th St  NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.0251664,38.9176846
"","2011-2012",110003000030,"73429d9e","District of Columbia Public Schools","Shepherd ES",1,313,1100030,30,1,313,313,"Regular school","Regular school","www.dcps.dc.gov","202-576-6140","No","Open","Open","27-Jan-12","7800 14th St  NW","","Washington","20012","20012","7800 14th St  NW","",NA,"Washington","DC",NA,"N","N","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.034304,38.98471
"","2011-2012",110008100442,"d3106584","Shining Stars Montessori PCS","Shining Stars Montessori PCS",166,3066,1100081,442,166,3066,3066,"Regular school","Regular school","www.shiningstyarsdc.org","202-319-2307","Yes","New","New","27-Jan-12","2218 Chester Street SE","","Washington","20020","20020","2218 Chester Street SE","",NA,"Washington","DC",NA,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.986701,38.863827
"","2011-2012",110003000054,"cca2dd5e","District of Columbia Public Schools","Simon ES",1,315,1100030,54,1,315,315,"Regular school","Regular school","www.dcps.dc.gov","202-645-3360","No","Open","Open","27-Jan-12","401 Mississippi Ave  SE","","Washington","20032","20032","401 Mississippi Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","N","N",-77.0007384,38.8362865
"","2011-2012",110003000064,"46baed24","District of Columbia Public Schools","Smother ES",1,322,1100030,64,1,322,322,"Regular school","Regular school","www.dcps.dc.gov","202-939-3600","No","Open","Open","27-Jan-12","4400 Brooks St  NE","","Washington","20019","20019","4400 Brooks St  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N",-76.9384721,38.893515
"","2011-2012",110003000019,"4b463017","District of Columbia Public Schools","Sousa MS",1,427,1100030,19,1,427,427,"Regular school","Regular school","www.dcps.dc.gov","202-729-3260","No","Open","Open","27-Jan-12","5601 E  Capitol SE","","Washington","20019","20019","5601 E  Capitol SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9206829,38.8896825
"","2011-2012",110003000130,"7336a0fc","District of Columbia Public Schools","Spingarn SHS",1,460,1100030,130,1,460,460,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-724-4525","No","Open","Open","27-Jan-12","2500 Benning Rd NE","","Washington","20002","20002","2500 Benning Rd  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.9666098,38.8975372
"","2011-2012",110003000200,"fae03b40","District of Columbia Public Schools","Spingarn STAY",1,461,1100030,200,1,461,461,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-724-4538","No","Open","Open","27-Jan-12","2500 Benning Rd NE","","Washington","20002","20002","2500 Benning Rd  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",-76.9666098,38.8975372
"","2011-2012",110006400367,"11e4b3eb","St. Coletta Special Education PCS","St. Coletta Special Education PCS",143,1047,1100064,367,143,1047,1047,"Special education school","Special education school","www.stcoletta.org","(202) 350-8680","Yes","Open","Open","27-Jan-12","1901 Indepe Ave SE","","Washington","20003","20003","1901 Independence Av SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y",NA,NA
"","2011-2012",110003000013,"7c3b8f61","District of Columbia Public Schools","Stanton ES",1,319,1100030,13,1,319,319,"Regular school","Regular school","www.dcps.dc.gov","202-671-6180","No","Open","Open","27-Jan-12","2701 Naylor Rd  SE","","Washington","20020","20020","2701 Naylor Rd  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9683004,38.8592562
"","2011-2012",110003000050,"5ab3872d","District of Columbia Public Schools","Stoddert ES",1,321,1100030,50,1,321,321,"Regular school","Regular school","www.dcps.dc.gov","202-671-6030","No","Open","Open","27-Jan-12","4001 Calvert St  NW","","Washington","20007","20007","4001 Calvert St  NW","",NA,"Washington","DC",NA,"Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.078913,38.922673
"","2011-2012",110003000191,"58bb40a7","District of Columbia Public Schools","Stuart Hobson MS",1,428,1100030,191,1,428,428,"Regular school","Regular school","www.dcps.dc.gov","202-671-6010","No","Open","Open","27-Jan-12","410 E St  NE","","Washington","20002","20002","410 E St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.0004555,38.896135
"","2011-2012",110003000011,"1d6a778b","District of Columbia Public Schools","Takoma EC",1,324,1100030,11,1,324,324,"Vocational Shared Time","Vocational Shared Time","www.dcps.dc.gov","202-671-6050","No","Open","Open","27-Jan-12","7010 Piney Branch Rd  NW","","Washington","20012","20012","7010 Piney Branch Rd  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0237428,38.9750877
"","2011-2012",110001700231,"74340159","The Next Step PCS","The Next Step PCS",145,168,1100017,231,145,168,168,"Regular school","Regular school","http://nextstepppcs.org","202-319-2249","Yes","Open","Open","27-Jan-12","1419 Columbia Rd NW","","Washington","20009","20009","1419 Columbia Rd NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",-77.033376,38.927743
"","2011-2012",110001700231,"ddf56ff5","The Next Step PCS","The Next Step PCS- Adult",145,1061,1100017,231,145,1200,1200,"Regular school","Regular school","http://nextstepppcs.org","202-319-2249","Yes","New","New","27-Jan-12","1419 Columbia Rd NW","","Washington","20009","20009","1419 Columbia Rd NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y",-77.033376,38.927743
"Renamed Youth Engagement Academy in 2010-11","2011-2012",110003000397,"387192d9","District of Columbia Public Schools","The Washington Metropolitan HS",1,474,1100030,397,1,474,474,"Regular school","Regular school","www.dcps.dc.gov","202-939-3610","No","Open","Open","27-Jan-12","1830 Constitution Ave NE","","Washington","20002","20002","1830 Constitution Ave NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.978566,38.892612
"","2011-2012",110003000049,"1bb8edd9","District of Columbia Public Schools","Thomas ES",1,325,1100030,49,1,325,325,"Regular school","Regular school","www.dcps.dc.gov","202-724-4593","No","Open","Open","27-Jan-12","650 Anacostia Ave NE","","Washington","20019","20019","650 Anacostia Ave  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.952024,38.901224
"","2011-2012",110003000076,"20459f00","District of Columbia Public Schools","Thomson ES",1,326,1100030,76,1,326,326,"Regular school","Regular school","www.dcps.dc.gov","202-898-4660","No","Open","Open","27-Jan-12","1200 L St  NW","","Washington","20005","20005","1200 L St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.028515,38.903384
"","2011-2012",110003400249,"59c3f447","Thurgood Marshall Academy PCS","Thurgood Marshall Academy PCS",146,191,1100034,249,146,191,191,"Regular school","Regular school","www.tmapchs.org","(202) 563-6862","Yes","Open","Open","27-Jan-12","2427 Martin Luther K Jr Av SE","","Washington","20020","20020","2427 Martin Luther K Jr Av SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N",-76.9934719,38.8621813
"y","2011-2012",110003000416,"50aa7df0","District of Columbia Public Schools","Transition Academy at Shadd",1,953,1100030,416,1,953,953,"Regular school","Regular school","www.dcps.dc.gov","","No","Closed","Closed","27-Jan-12","5601 East Capitol St  SE","","Washington","20019","20019","5601 East Capitol St  SE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9206829,38.8896825
"","2011-2012",110004000258,"a4d9fe64","Tree of Life PCS","Tree of Life Community PCS",147,183,1100040,258,147,183,183,"Regular school","Regular school","www.treeoflifepcs.org","202-832-1108","Yes","Open","Open","27-Jan-12","2315 18th Place NE","","Washington","20018","20018","2315 18th Pl NE","",NA,"Washington","DC",NA,"N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-76.9780857,38.9206718
"","2011-2012",110003000075,"d85831e9","District of Columbia Public Schools","Truesdell EC",1,327,1100030,75,1,327,327,"Regular school","Regular school","www.dcps.dc.gov","202-576-6202","No","Open","Open","27-Jan-12","800 Ingraham St  NW","","Washington","20011","20011","800 Ingraham St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0241171,38.9540257
"","2011-2012",110003000074,"4f1e8e37","District of Columbia Public Schools","Tubman ES",1,328,1100030,74,1,328,328,"Regular school","Regular school","www.dcps.dc.gov","202-673-7285","No","Open","Open","27-Jan-12","3101 13th St  NW","","Washington","20010","20010","3101 13th St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0294937,38.9292135
"DCPS code for students; not a school","2011-2012",110003000203,"31de456b","District of Columbia Public Schools","Tuition Grant   DCPS Non Public",1,465,1100030,203,1,465,465,"Regular school","Regular school","www.dcps.dc.gov","202-442-4800","No","Open","Open","27-Jan-12","824 N  Capitol St","","Washington","20002","20002","824 N  Capitol St","",NA,"Washington","DC",NA,"N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0091456,38.9007125
"","2011-2012",110003000073,"8176222b","District of Columbia Public Schools","Turner ES at Green",1,329,1100030,73,1,329,329,"Regular school","Regular school","www.dcps.dc.gov","202-645-3470","No","Open","Open","27-Jan-12","1500 Mississippi Ave  SE","","Washington","20032","20032","1500 Mississippi Ave  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9847375,38.8407536
"","2011-2012",110004500279,"c93ab1be","Two Rivers PCS","Two Rivers PCS ES",149,198,1100045,279,149,198,198,"Regular school","Regular school","www.tworiverspcs.org","(202) 546-4477","Yes","Open","Open","27-Jan-12","1227 4th St NE","","Washington","20002","20002","1227 4th St NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-77.000181,38.906715
"","2011-2012",110004500426,"e933dbe2","Two Rivers PCS","Two Rivers PCS Middle School",149,1127,1100045,426,149,1128,1128,"Regular school","Regular school","www.tworiverspcs.org","202-543-8477","Yes","Open","Open","27-Jan-12","1234 4th St NE","","Washington","20002","20002","1234 4th St NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.000978,38.90642
"","2011-2012",110003000072,"6e0febfe","District of Columbia Public Schools","Tyler ES",1,330,1100030,72,1,330,330,"Regular school","Regular school","www.dcps.dc.gov","202-939-4810","No","Open","Open","27-Jan-12","1001 G St  SE","","Washington","20003","20003","1001 G St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9926378,38.8812558
"","2011-2012",110003000070,"cb345e55","District of Columbia Public Schools","Walker Jones EC",1,332,1100030,70,1,332,332,"Regular school","Regular school","www.dcps.dc.gov","202-939-5934","No","Open","Open","27-Jan-12","100 L St  NW","","Washington","20001","20001","100 L St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0138179,38.9042297
"","2011-2012",110001900423,"8d977317","Washington Latin PCS","Washington Latin PCS HS",151,1118,1100019,423,151,1118,1118,"Regular school","Regular school","www.edline.net/pages/washingon_latin_pcs","202-541-1591","Yes","Open","Open","27-Jan-12","4715 16th Street NW","","Washington","20011","20011","4715 16th Street NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-77.036054,38.94805
"","2011-2012",110001900324,"53a75866","Washington Latin PCS","Washington Latin PCS MS",151,125,1100019,324,151,125,125,"Regular school","Regular school","www.edline.net/pages/washingon_latin_pcs","202-223-1111","Yes","Open","Open","27-Jan-12","41115 16th St NW","","Washington","20011","20011","41115 16th St NW","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N",-77.0364714,38.9463101
"","2011-2012",110002600240,"d4e630e5","Washington Math Science & Technology (WMST) PCS","Washington Math Science Tech PCS",152,178,1100026,240,152,178,178,"Regular school","Regular school","www.wmstpchs.net","(202) 636-8011","Yes","Open","Open","27-Jan-12","1920 Bladenshurg Rd NE","","Washington","20002","20002","1920 Bladenshurg Rd NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.9734763,38.9161215
"","2011-2012",110007700411,"98032f65","Washington Yu Ying PCS","Washington Yu Ying PCS",160,1117,1100077,411,160,1117,1117,"Regular school","Regular school","www.washigntonyuying.org","202-635-1950","Yes","Open","Open","27-Jan-12","4401 8th Street NE","","Washington","20017","20017","4401 8th Street NE","",NA,"Washington","DC",NA,"N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",-76.9945843,38.9425954
"","2011-2012",110003000048,"3b9594ff","District of Columbia Public Schools","Watkins ES Capitol Hill Cluster",1,333,1100030,48,1,333,333,"Regular school","Regular school","www.dcps.dc.gov","202-698-3355","No","Open","Open","27-Jan-12","420 12th St  SE","","Washington","20003","20003","420 12th St  SE","",NA,"Washington","DC",NA,"N","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.9902161,38.8838451
"","2011-2012",110003000067,"d82e8e35","District of Columbia Public Schools","West ES",1,336,1100030,67,1,336,336,"Regular school","Regular school","www.dcps.dc.gov","202-576-6226","No","Open","Open","27-Jan-12","1338 Farragut St  NW","","Washington","20011","20011","1338 Farragut St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.03212,38.951266
"y","2011-2012",110003000068,"4455424b","District of Columbia Public Schools","Wheatley EC",1,335,1100030,68,1,335,335,"Regular school","Regular school","www.dcps.dc.gov","202-939-5970","No","Open","Open","27-Jan-12","1375 Mt  Olivet Rd  NE","","Washington","20002","20002","1375 Mt  Olivet Rd  NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","N","Y",-76.981619,38.9083547
"","2011-2012",110003000065,"9b9d1d5d","District of Columbia Public Schools","Whittier ES",1,338,1100030,65,1,338,338,"Regular school","Regular school","www.dcps.dc.gov","202-576-6156","No","Open","Open","27-Jan-12","6201 5th St  NW","","Washington","20011","20011","6201 5th St  NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0198783,38.9650269
"","2011-2012",1100053,"4ca42b5a","William E. Doar Jr PCS","William E Doar Jr WEDJ Edgewood Elementary and Middle PCS",153,103,1100053,NA,153,103,103,"Regular school","Regular school","http://www.wedjschool.us/","202-269-4646","Yes","Open","Open","27-Jan-12","705 Edgewood St NE","","Washington","20017","20017","705 Edgewood St NE","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N",-76.995762,38.923473
"","2011-2012",110005300428,"4db74694","William E. Doar Jr PCS","William E Doar PCS NW Soldiers Home",153,1033,1100053,428,153,1032,1032,"Regular school","Regular school","http://www.wedjschool.us/","202-882-1932","Yes","Open","Open","27-Jan-12","3700 North Capitol St NW","","Washington","20011","20011","3700 North Capitol St NW","",NA,"Washington","DC",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N",-77.0128409,38.9348926
"","2011-2012",110003000061,"7127d2a2","District of Columbia Public Schools","Winston EC",1,355,1100030,61,1,355,355,"Regular school","Regular school","www.dcps.dc.gov","202-645-3300","No","Open","Open","27-Jan-12","3100 Erie St  SE","","Washington","20020","20020","3100 Erie St  SE","",NA,"Washington","DC",NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-76.9625409,38.8572987
"","2011-2012",110003000133,"10aaa103","District of Columbia Public Schools","Woodrow Wilson  HS",1,463,1100030,133,1,463,463,"Vocational Shared Time","Regular school","www.dcps.dc.gov","202-282-0120","No","Open","Open","27-Jan-12","660 K St  NE","","Washington","20002","20002","660 K St  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N",-76.9963567,38.9027222
"y","2011-2012",110003000296,"c70b1235","District of Columbia Public Schools","Youth Services Center",1,861,1100030,296,1,861,861,"Regular school","Regular school","www.dcps.dc.gov","202-576-8388","No","Open","Open","27-Jan-12","1000 Mt Olivet Rd NE","","Washington","20003","20003","1000 Mt  Olivet Rd  NE","",NA,"Washington","DC",NA,"N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","N","N",-76.9885865,38.9116476
